,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class;;
8903,The Teskey Brothers,So Caught Up,51.0,0.744,0.693,4.0,-6.563,0.0,0.0261,0.293,0.00056,0.305,0.896,99.048,228553.0,4.0,10.0
8907,Genesis,Throwing It All Away - Remastered 2007,53.0,0.365,0.605,6.0,-7.236,1.0,0.0264,0.143,0.00459,0.07,0.317,83.761,231400.0,4.0,10.0
8908,Bruce Springsteen,Born in the U.S.A.,75.0,0.398,0.952,4.0,-6.042,1.0,0.061,0.000373,7.75e-05,0.1,0.584,122.093,4.64466667,4.0,10.0
8909,Radiohead,No Surprises,73.0,0.255,0.393,5.0,-10.654,1.0,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120.0,4.0,10.0
8913,Spiritbox,Circle With Me,65.0,0.422,0.874,8.0,-4.606,0.0,0.0534,0.000166,0.231,0.143,0.392,102.743,233880.0,4.0,10.0
8915,KISS,I Was Made For Lovin' You,79.0,0.768,0.852,4.0,-6.215,1.0,0.038,0.214,7.36e-05,0.0723,0.867,128.373,271240.0,4.0,8.0
8916,Nation of Language,The Wall & I,46.0,0.558,0.876,6.0,-5.625,1.0,0.0288,0.0244,0.293,0.0971,0.448,141.995,304714.0,4.0,6.0
8917,Maja Lena,Avalanche,49.0,0.415,0.355,6.0,-10.494,0.0,0.0316,0.985,0.0932,0.103,0.36,113.993,179307.0,4.0,1.0
8919,Miri Mesika,◊ê◊ù ◊ñ◊ê◊™ ◊î◊ê◊î◊ë◊î ◊©◊ú◊ö,18.0,0.561,0.801,6.0,-4.706,0.0,0.0847,0.135,5.13e-05,0.0351,0.281,134.921,222800.0,4.0,9.0
8920,Sunny War,Age of a Man,39.0,0.655,0.508,3.0,-6.048,1.0,0.0295,0.273,0.000451,0.0871,0.361,145.043,219253.0,4.0,2.0
8921,Volbeat,Our Loved Ones,49.0,0.438,0.798,7.0,-5.453,0.0,0.0299,0.000129,0.000383,0.251,0.308,149.981,290547.0,4.0,8.0
8922,Mr. Oizo,Jo,39.0,0.798,0.866,1.0,-4.532,1.0,0.153,0.0191,0.415,0.703,0.513,119.546,136787.0,4.0,6.0
8926,flora cash,Soul Mate,59.0,0.429,0.371,1.0,-11.803,1.0,0.0351,0.768,0.00181,0.119,0.305,129.842,237781.0,4.0,9.0
8927,Marika Hackman,Drown,40.0,0.287,0.243,7.0,-15.119,1.0,0.0341,0.867,0.283,0.114,0.0383,117.886,231671.0,4.0,6.0
8928,Russ Millions,Body,85.0,0.889,0.705,11.0,-8.683,0.0,0.392,0.389,1.04e-05,0.0692,0.815,141.069,183830.0,4.0,5.0
8929,AC/DC,Demon Fire,64.0,0.521,0.881,9.0,-5.309,1.0,0.0387,4.93e-06,0.0114,0.141,0.564,160.026,210360.0,4.0,8.0
8930,Terakaft,Tenere wer tat zinchegh,18.0,0.568,0.574,2.0,-6.05,1.0,0.0252,0.858,0.168,0.11,0.388,93.031,288320.0,4.0,2.0
8931,Arch Enemy,War Eternal,58.0,0.445,0.98,5.0,-4.369,0.0,0.0731,2.45e-05,0.163,0.129,0.285,155.045,256053.0,4.0,8.0
8932,Arctic Monkeys,Why'd You Only Call Me When You're High?,62.0,0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,2.6854,4.0,9.0
8933,Adrianwave,Start It!,29.0,0.895,0.839,10.0,-8.581,0.0,0.458,0.00272,0.0989,0.0933,0.709,125.025,232320.0,4.0,6.0
8934,Lilly Hiatt,Trinity Lane,35.0,0.578,0.811,10.0,-6.228,0.0,0.027,0.144,0.0054,0.113,0.752,145.056,233922.0,4.0,10.0
8935,John K,ilym (feat. ROSIE),63.0,0.261,0.277,1.0,-8.143,0.0,0.031,0.572,1.4e-06,0.0859,0.0617,179.077,236082.0,3.0,9.0
8937,Lonnie Brooks,Family Curse,9.0,0.754,0.505,6.0,-14.6,0.0,0.0331,0.242,0.00915,0.058,0.925,102.586,277293.0,4.0,2.0
8938,Shalom Hanoch,◊ò◊ô◊ï◊ú ◊ú◊ô◊§◊ï,24.0,0.814,0.462,6.0,-11.762,1.0,0.0322,0.646,0.00033,0.0919,0.411,121.674,614040.0,4.0,10.0
8942,Sparks,This Town Ain't Big Enough For Both Of Us,37.0,0.462,0.703,2.0,-12.691,1.0,0.0663,0.358,0.000477,0.332,0.691,129.821,185827.0,4.0,1.0
8943,Big Thief,Shark Smile - Edit,59.0,0.688,0.737,6.0,-9.31,0.0,0.0678,0.0769,0.641,0.114,0.666,131.042,194760.0,4.0,6.0
8944,Ravi,Mandinka King,33.0,0.267,0.178,6.0,-19.545,1.0,0.0366,0.973,0.964,0.0971,0.418,78.927,5.13155,4.0,7.0
8945,JJ Wilde,Off The Rails,46.0,0.631,0.645,2.0,-5.641,1.0,0.0371,0.0602,0.000368,0.0491,0.505,96.935,175361.0,4.0,10.0
8946,Kris Barras Band,Ignite (Light It Up),37.0,0.604,0.818,6.0,-6.083,1.0,0.0379,0.00335,0.00103,0.0411,0.697,102.993,196104.0,4.0,10.0
8948,Octopus Montage,Voices,44.0,0.478,0.969,7.0,-2.722,1.0,0.0618,2.06e-05,2.1e-05,0.334,0.376,150.007,255400.0,4.0,8.0
8951,U.K.,In The Dead Of Night,36.0,0.519,0.604,4.0,-11.011,0.0,0.0581,0.218,5.66e-05,0.222,0.768,153.644,334040.0,1.0,10.0
8952,The Searchers,Needles and Pins - Mono,56.0,0.565,0.953,9.0,-6.504,1.0,0.0393,0.0546,2.95e-05,0.0637,0.887,124.287,2.18933333,4.0,10.0
8953,The Five Stairsteps,O-o-h Child,65.0,0.488,0.754,5.0,-7.95,0.0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368,197160.0,4.0,5.0
8954,Ihsahn,Spectre At The Feast,39.0,0.392,0.751,4.0,-5.544,0.0,0.0347,0.000213,0.0103,0.303,0.375,179.899,258800.0,4.0,8.0
8955,The Clash,I Fought the Law,63.0,0.526,0.9,2.0,-6.815,1.0,0.0545,0.00539,4.12e-05,0.14,0.883,151.279,163240.0,4.0,10.0
8957,Viagra Boys,Down in the Basement,41.0,0.532,0.943,7.0,-3.033,1.0,0.0925,6.13e-05,0.489,0.0717,0.759,134.676,216284.0,4.0,6.0
8958,Curtis Harding,Hopeful,34.0,0.51,0.778,7.0,-5.23,0.0,0.0338,0.38,0.0445,0.0724,0.695,79.984,316360.0,4.0,9.0
8959,DevilDriver,Sail,43.0,0.455,0.965,3.0,-4.24,0.0,0.0826,0.000676,0.00784,0.226,0.155,119.04,246480.0,4.0,8.0
8961,Kitsune,A Place To Be Safe,32.0,0.339,0.903,7.0,-7.264,0.0,0.0794,0.000298,0.00681,0.109,0.318,113.436,220235.0,5.0,10.0
8962,Bryan Adams,Here I Am - End Title,59.0,0.581,0.777,8.0,-7.122,1.0,0.0296,0.0078,4.04e-05,0.0891,0.162,98.963,284067.0,4.0,10.0
8963,Maya,Feel It,6.0,0.564,0.597,2.0,-9.464,1.0,0.0399,0.0759,0.0616,0.106,0.232,120.061,9.184883333,4.0,0.0
8964,XYZ,When I Find Love,35.0,0.356,0.772,11.0,-8.575,1.0,0.0437,0.000491,0.000241,0.0647,0.271,184.719,257133.0,4.0,10.0
8966,Cautious Clay,Wildfire,60.0,0.564,0.352,9.0,-10.788,1.0,0.0321,0.673,0.000213,0.449,0.415,85.013,151913.0,4.0,6.0
8967,The Cure,Play For Today,51.0,0.458,0.731,11.0,-12.049,0.0,0.145,0.0487,0.0215,0.116,0.784,80.425,218960.0,4.0,6.0
8968,IMMERSE,With You,41.0,0.448,0.526,4.0,-8.513,0.0,0.0292,0.0069,0.139,0.208,0.119,100.007,186503.0,4.0,8.0
8971,Herman Brood & His Wild Romance,Hot Shot,21.0,0.45,0.923,2.0,-7.518,1.0,0.102,0.0473,0.0882,0.325,0.529,185.989,210200.0,4.0,1.0
8972,Iceage,Lockdown Blues,35.0,0.258,0.852,6.0,-4.439,1.0,0.0739,0.000697,2.99e-05,0.182,0.489,112.116,236985.0,3.0,6.0
8973,Walking On Cars,As We Fly South,37.0,0.529,0.523,3.0,-6.925,1.0,0.0288,0.222,1.18e-06,0.0981,0.503,89.921,231620.0,4.0,10.0
8975,Durukan Betses,√áakal,18.0,0.709,0.679,4.0,-7.576,0.0,0.033,0.000244,0.209,0.222,0.308,109.963,245375.0,4.0,10.0
8977,White Denim,It Might Get Dark,40.0,0.441,0.752,7.0,-5.757,1.0,0.132,0.035,0.000553,0.0902,0.492,140.239,216920.0,4.0,1.0
8978,Barns Courtney,Little Boy,47.0,0.654,0.621,11.0,-8.555,1.0,0.0328,0.384,4.06e-06,0.119,0.41,113.955,233448.0,4.0,9.0
8979,Yuto Kanazawa,Sabor a Mí,40.0,0.435,0.0768,7.0,-23.67,1.0,0.0443,0.991,0.946,0.0815,0.264,75.006,1.88125,4.0,7.0
8981,Jaishree Shivram,Ishq Hai Ishq Hai,33.0,0.434,0.787,4.0,-6.28,0.0,0.085,0.791,1.57e-05,0.118,0.586,78.033,5.538666667,4.0,3.0
8982,Gorgeous Bully,I Can See,31.0,0.353,0.725,2.0,-10.131,1.0,0.0422,0.00681,0.101,0.0289,0.402,82.831,182169.0,4.0,6.0
8985,Band Of Skulls,Nightmares,24.0,0.413,0.861,11.0,-6.259,0.0,0.0333,0.00735,0.00486,0.306,0.477,126.343,251429.0,4.0,6.0
8987,Velvet Revolver,Slither,66.0,0.478,0.974,7.0,-3.866,1.0,0.102,0.000266,0.0984,0.0738,0.268,141.077,248307.0,4.0,1.0
8988,The Slits,I Heard It Through The Grapevine,52.0,0.714,0.665,11.0,-8.213,0.0,0.198,0.000486,0.539,0.0728,0.885,129.924,238720.0,4.0,6.0
8989,The Blues Preachers,Pay Day,37.0,0.629,0.678,9.0,-5.839,1.0,0.0279,0.54,5.37e-05,0.122,0.0635,90.049,250667.0,4.0,2.0
8991,Bombay Bandook,Tilak,34.0,0.466,0.69,4.0,-7.007,1.0,0.0351,0.529,0.0597,0.102,0.385,134.899,5.988183333,3.0,0.0
8992,Sweet Misery,Tré Burt,53.0,0.614,0.546,2.0,-6.858,1.0,0.0296,0.625,2.38e-06,0.0957,0.435,87.353,3.155483333,4.0,0.0
8993,PLASMAS,Always,22.0,0.461,0.862,2.0,-6.821,1.0,0.0309,2.28e-05,0.00202,0.172,0.555,140.012,273509.0,4.0,6.0
8995,Seefeel,Polyfusion,35.0,0.458,0.701,9.0,-12.004,1.0,0.0355,9.18e-05,0.906,0.465,0.721,141.631,383827.0,4.0,6.0
8996,Duke Pearson,Ready Rudy?,30.0,0.534,0.449,5.0,-9.1,1.0,0.0363,0.779,0.000833,0.147,0.607,81.065,358747.0,4.0,2.0
8998,Oasis,Hello,50.0,0.162,0.947,9.0,-3.174,0.0,0.113,0.0142,0.0446,0.166,0.0563,132.31,203187.0,4.0,10.0
8999,Why Bonnie,Athlete,24.0,0.539,0.578,4.0,-8.522,1.0,0.0278,0.0987,0.000923,0.28,0.353,102.03,191890.0,4.0,1.0
9000,Billy Childs,It Never Entered My Mind,40.0,0.521,0.0774,5.0,-23.987,0.0,0.0418,0.941,0.926,0.118,0.183,120.755,5.20245,4.0,7.0
9002,Tom Robinson Band,2-4-6-8 Motorway,53.0,0.672,0.706,9.0,-5.551,1.0,0.0779,0.0578,7.43e-05,0.0595,0.658,124.782,197933.0,4.0,1.0
9003,Softspoken,The Road,37.0,0.417,0.932,5.0,-4.096,0.0,0.0579,0.000221,9.12e-05,0.412,0.184,79.998,226600.0,4.0,10.0
9004,Great Grandpa,Bloom,37.0,0.236,0.485,10.0,-8.975,1.0,0.0288,0.234,0.071,0.11,0.123,97.577,262200.0,4.0,1.0
9006,Skrillex,Too Bizarre (with Swae Lee & Siiickbrain),68.0,0.666,0.723,6.0,-5.104,0.0,0.0449,0.0151,0.000592,0.057,0.546,159.962,158733.0,4.0,10.0
9007,DARKSIDE,Paper Trails,55.0,0.947,0.419,8.0,-13.043,0.0,0.0578,0.778,0.914,0.121,0.362,113.236,289841.0,4.0,2.0
9009,The Adverts,Gary Gilmore's Eyes,39.0,0.421,0.598,4.0,-6.078,0.0,0.0487,0.0349,4.8e-06,0.416,0.778,157.927,136960.0,4.0,6.0
9010,Marina Maximilian,Easy Life - Remix by Assaf Amdursky,21.0,0.403,0.579,5.0,-8.123,0.0,0.0388,0.128,0.0219,0.096,0.236,100.019,209400.0,4.0,9.0
9011,Mississippi Fred McDowell,Good Morning Little Schoolgirl,41.0,0.502,0.433,8.0,-14.619,0.0,0.0339,0.668,0.002,0.167,0.566,103.467,201600.0,4.0,2.0
9014,Miloe,Winona,54.0,0.65,0.621,5.0,-6.6,1.0,0.0262,0.0651,0.168,0.107,0.76,106.005,145187.0,4.0,6.0
9015,Calvin Harris,Acceptable in the 80's - Tom Neville Remix,10.0,0.767,0.838,6.0,-5.51,0.0,0.077,0.000951,0.408,0.0406,0.781,125.985,431973.0,4.0,1.0
9016,Biffy Clyro,End Of,42.0,0.474,0.956,2.0,-4.442,0.0,0.0809,0.00124,0.000597,0.114,0.589,168.148,277427.0,3.0,1.0
9019,Body Count,Point the Finger (feat. Riley Gale),33.0,0.447,0.981,10.0,-1.641,0.0,0.151,2.45e-05,3.08e-05,0.343,0.316,76.466,158680.0,4.0,10.0
9020,Menta,Ocho Domingos,29.0,0.447,0.81,2.0,-4.246,1.0,0.0379,0.000376,2.42e-05,0.184,0.326,155.921,154761.0,4.0,6.0
9022,Here Comes The Light,Jamie Drake,33.0,0.706,0.535,9.0,-9.643,1.0,0.0347,0.139,0.00146,0.309,0.687,116.001,3.7875,3.0,0.0
9026,Marie Byrd Land Band,Catatumbo Lightnings,32.0,0.424,0.924,7.0,-9.315,1.0,0.036,0.013,0.00445,0.106,0.906,160.004,255000.0,4.0,10.0
9027,The National Parks,Lover,46.0,0.673,0.357,7.0,-7.087,1.0,0.0288,0.434,1.37e-05,0.313,0.547,107.984,2.72236667,3.0,0.0
9028,Maddie Medley,Buzz,46.0,0.51,0.385,8.0,-8.546,1.0,0.0298,0.312,0.0369,0.108,0.115,173.945,261476.0,4.0,6.0
9029,dying in designer,Lovely,51.0,0.822,0.348,9.0,-12.348,1.0,0.131,0.333,0.0189,0.0649,0.144,140.065,167427.0,4.0,5.0
9030,Nine Inch Nails,March Of The Pigs,46.0,0.503,0.903,2.0,-7.427,1.0,0.0527,0.0218,0.197,0.0861,0.0586,134.462,178493.0,1.0,8.0
9031,Tunde Jegede,El Sicuri,32.0,0.508,0.155,10.0,-24.854,0.0,0.0399,0.942,0.944,0.121,0.589,125.242,2.92555,4.0,7.0
9032,Matteo Vallicelli,Dietrofront,38.0,0.421,0.612,9.0,-8.864,0.0,0.0286,0.44,0.929,0.0996,0.167,159.993,377533.0,4.0,6.0
9033,Fatboy,Bad News From Pretty Red Lips,38.0,0.661,0.917,11.0,-3.774,0.0,0.039,0.0246,0.0013,0.0808,0.76,98.275,166040.0,4.0,10.0
9040,Ayron Jones,Take Your Time,39.0,0.432,0.866,9.0,-4.889,1.0,0.0434,0.000601,0.000215,0.156,0.289,148.006,294685.0,4.0,10.0
9041,Godsmack,When Legends Rise,56.0,0.428,0.914,4.0,-4.273,0.0,0.281,0.000293,1.29e-05,0.0869,0.468,124.115,172826.0,4.0,8.0
9042,Dhruv Visvanath,Drop,16.0,0.493,0.503,4.0,-8.193,1.0,0.0375,0.169,0.809,0.0827,0.595,157.09,174015.0,4.0,6.0
9043,Orion,Time For Crime,42.0,0.737,0.801,7.0,-7.328,0.0,0.0297,0.00316,0.646,0.0697,0.963,99.988,201867.0,4.0,6.0
9045,D Power Diesle,D√©j√† vu,38.0,0.545,0.631,9.0,-7.741,1.0,0.348,0.202,1.45e-05,0.129,0.434,174.587,165458.0,5.0,5.0
9046,MGMT,Little Dark Age,80.0,0.705,0.712,6.0,-6.156,1.0,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960.0,4.0,9.0
9048,Henrik Freischlader,Point of View,39.0,0.317,0.924,1.0,-3.369,0.0,0.0497,0.0175,0.000148,0.345,0.701,202.18,248707.0,4.0,2.0
9050,The Vaccines,Post Break-Up Sex,57.0,0.401,0.902,5.0,-4.115,1.0,0.0469,7.32e-05,0.00465,0.261,0.57,136.873,174453.0,4.0,6.0
9055,Vintage Trouble,Doin' What You Were Doin',23.0,0.681,0.741,5.0,-6.549,1.0,0.0381,0.524,2.81e-05,0.082,0.707,92.913,242090.0,4.0,2.0
9056,The Sweetgreens,You Don't Know What Love Is,51.0,0.581,0.0509,5.0,-25.046,0.0,0.0377,0.854,0.892,0.124,0.269,118.494,2.50205,4.0,7.0
9057,DYGL,Did We Forget How to Dream in the Daytime?,30.0,0.63,0.676,8.0,-6.403,1.0,0.0254,0.0662,1.68e-05,0.103,0.706,95.969,298025.0,4.0,9.0
9059,Sasha Daniel,Ti-Ti,29.0,0.48,0.303,5.0,-15.76,1.0,0.0389,0.386,0.000108,0.126,0.131,90.019,170937.0,4.0,6.0
9060,Eugene Lambert,For Heavens Sake,49.0,0.532,0.208,5.0,-11.161,1.0,0.0328,0.98,0.825,0.156,0.137,74.393,3.788883333,4.0,7.0
9062,Machine Head,Halo,45.0,0.229,0.969,9.0,-4.701,1.0,0.214,0.000192,0.0288,0.352,0.106,148.918,542587.0,4.0,8.0
9063,Tom Petty,Wildflowers,70.0,0.537,0.315,5.0,-13.79,1.0,0.0271,0.588,2.29e-05,0.206,0.575,86.813,190320.0,4.0,10.0
9065,MGMT,Kids,78.0,0.451,0.931,9.0,-3.871,1.0,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840.0,4.0,6.0
9066,Alfie Templeman,Everybody‚Äôs Gonna Love Somebody - Edit,59.0,0.861,0.662,7.0,-5.666,1.0,0.0818,0.081,1.18e-05,0.101,0.658,120.029,196709.0,4.0,6.0
9067,Sleater-Kinney,Bury Our Friends,32.0,0.407,0.932,11.0,-5.166,0.0,0.0656,0.0105,0.000129,0.36,0.821,120.0,203813.0,4.0,6.0
9068,Richard Hell,Blank Generation,51.0,0.44,0.904,11.0,-4.409,0.0,0.177,0.275,7.45e-06,0.106,0.546,138.104,167840.0,4.0,6.0
9069,Steve Hill,Going Down the Road Feeling Bad,40.0,0.401,0.567,2.0,-9.327,1.0,0.0397,0.346,0.125,0.162,0.622,182.966,297881.0,4.0,2.0
9070,Kalipo,Footsteps (feat. Rampue),42.0,0.788,0.746,3.0,-10.256,0.0,0.119,0.274,0.86,0.0966,0.281,110.994,387480.0,4.0,6.0
9071,MC Kevinho,Corpo sensual,51.0,0.702,0.662,4.0,-4.748,1.0,0.208,0.396,6.19e-06,0.137,0.607,194.001,175479.0,4.0,9.0
9072,Halflives,Rockstar Everyday,44.0,0.701,0.821,5.0,-4.496,0.0,0.0335,0.0276,0.00269,0.0875,0.651,107.99,203333.0,4.0,1.0
9074,Sue Foley,The Ice Queen,38.0,0.488,0.408,4.0,-8.373,0.0,0.0432,0.756,0.00125,0.198,0.445,151.196,383133.0,3.0,2.0
9076,The Lagoons,Daybreak,40.0,0.473,0.795,4.0,-6.631,1.0,0.055,0.203,0.154,0.166,0.0507,170.1,173346.0,4.0,6.0
9077,Jon Hopkins,Wintergreen,52.0,0.306,0.164,10.0,-34.825,1.0,0.0691,0.893,0.924,0.336,0.0368,91.856,224145.0,4.0,6.0
9078,John Lee Hooker,Crawlin' King Snake,38.0,0.592,0.339,2.0,-8.464,1.0,0.0629,0.984,0.0144,0.121,0.676,89.083,181200.0,4.0,2.0
9079,Blondie,Call Me,70.0,0.56,0.825,2.0,-6.711,0.0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,212600.0,4.0,6.0
9081,Skillet,Legendary,66.0,0.548,0.924,11.0,-4.48,0.0,0.0689,0.00033,1.42e-05,0.162,0.242,124.031,244538.0,4.0,8.0
9085,The Damned,New Rose,49.0,0.19,0.964,1.0,-7.711,0.0,0.101,0.00549,3.93e-05,0.33,0.295,173.578,162240.0,4.0,1.0
9086,Psychic Temple,You Ain't a Star,29.0,0.448,0.595,11.0,-7.73,0.0,0.0298,0.105,0.25,0.2,0.772,167.371,189893.0,4.0,1.0
9089,Faith No More,The Gentle Art of Making Enemies - 2016 Remaster,41.0,0.412,0.939,11.0,-5.573,1.0,0.168,0.0471,0.066,0.214,0.328,170.133,208707.0,4.0,8.0
9096,The Black Keys,Eagle Birds,44.0,0.512,0.78,11.0,-4.946,0.0,0.0409,0.0471,0.0242,0.0856,0.609,93.998,160543.0,4.0,2.0
9097,Guns N' Roses,Nightrain,61.0,0.4,0.992,6.0,-6.995,1.0,0.0725,0.107,0.0117,0.179,0.243,149.412,4.43621667,4.0,10.0
9098,Katy Kirby,Cool Dry Place,42.0,0.412,0.348,4.0,-10.229,1.0,0.029,0.255,0.00145,0.103,0.427,137.469,300587.0,4.0,6.0
9100,Korn,Blind,65.0,0.283,0.891,2.0,-8.165,1.0,0.178,0.00678,0.0038,0.159,0.226,92.049,258267.0,4.0,8.0
9101,Aga Ujma,In the Ocean,21.0,0.33,0.2,3.0,-15.352,1.0,0.039,0.95,0.00389,0.12,0.0763,106.018,157533.0,3.0,6.0
9102,Faces,Ooh La La - 2004 Remaster,59.0,0.603,0.494,2.0,-10.27,1.0,0.0301,0.428,0.000171,0.0894,0.729,147.814,3.58266667,4.0,0.0
9103,Architects,A Match Made In Heaven,53.0,0.517,0.977,7.0,-4.627,1.0,0.0741,4.97e-05,0.00129,0.105,0.135,121.503,228018.0,4.0,8.0
9104,W.C. Clark,Lover's Plea,8.0,0.75,0.763,4.0,-5.367,0.0,0.0421,0.65,2.08e-06,0.0703,0.816,115.926,209307.0,4.0,2.0
9106,Brendan Perry,In The City‚Äôs Hammam,33.0,0.701,0.624,2.0,-7.05,0.0,0.0285,0.53,0.168,0.122,0.595,101.994,203087.0,4.0,6.0
9107,Froth,Passing Thing,29.0,0.404,0.926,9.0,-4.471,1.0,0.0722,0.0072,0.901,0.109,0.348,166.761,291740.0,4.0,1.0
9108,Sharon Van Etten,Let Go,53.0,0.339,0.595,9.0,-8.163,1.0,0.0278,0.00555,0.485,0.189,0.137,113.034,282046.0,4.0,6.0
9109,Steppenwolf,Magic Carpet Ride,71.0,0.64,0.651,4.0,-14.981,0.0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573.0,4.0,10.0
9110,Adrian Muriel,The One And Only,45.0,0.584,0.209,2.0,-13.059,1.0,0.0759,0.945,0.813,0.124,0.193,113.369,3.952966667,4.0,7.0
9111,King Gizzard & The Lizard Wizard,Intrasport,53.0,0.655,0.9,7.0,-6.267,1.0,0.0423,0.0447,0.205,0.269,0.885,109.984,252631.0,4.0,10.0
9112,Dameer,Michelle,43.0,0.689,0.833,7.0,-4.175,1.0,0.0502,0.104,0.00267,0.0861,0.91,116.014,222227.0,4.0,6.0
9113,Olamide,Wonma!,34.0,0.799,0.835,6.0,-4.403,1.0,0.204,0.63,5.45e-05,0.0779,0.679,129.039,174884.0,4.0,9.0
9114,The Rolling Stones,Dance (pt 1) - Remastered,43.0,0.74,0.895,1.0,-4.529,0.0,0.0415,0.354,0.402,0.0548,0.895,107.411,263227.0,4.0,10.0
9117,Steve Smyth,Written Or Spoken,34.0,0.341,0.253,9.0,-10.552,1.0,0.0294,0.868,0.000154,0.153,0.19,168.388,299613.0,4.0,2.0
9118,Dead Poet Society,.burymewhole.,42.0,0.24,0.864,2.0,-5.59,1.0,0.0421,0.000119,0.411,0.157,0.528,176.78,188166.0,3.0,1.0
9120,Ain't That The Way,Holy Hive,40.0,0.699,0.743,11.0,-8.258,0.0,0.0377,0.258,0.0685,0.187,0.736,108.157,2.8997,4.0,0.0
9121,Jordan Run,Bitter Taste,20.0,0.472,0.608,9.0,-13.051,1.0,0.0358,0.000746,0.00134,0.0835,0.512,81.75,186213.0,4.0,2.0
9122,Metallica,Mama Said,57.0,0.448,0.504,8.0,-7.749,0.0,0.0317,0.0171,0.000849,0.38,0.391,135.254,319693.0,4.0,8.0
9124,Beach Bunny,Ms. California,51.0,0.582,0.859,4.0,-3.943,1.0,0.0399,0.000209,0.125,0.0841,0.61,121.968,172037.0,4.0,6.0
9125,Cal in Red,Zebra,35.0,0.569,0.598,9.0,-6.203,0.0,0.0264,0.042,0.343,0.336,0.344,99.995,224400.0,4.0,6.0
9126,Primal Scream,Loaded - Edit,26.0,0.67,0.716,8.0,-8.097,1.0,0.0656,0.000318,0.477,0.107,0.777,91.136,273240.0,4.0,10.0
9131,Therematic,Exotique Mecanique,16.0,0.549,0.874,7.0,-7.012,1.0,0.0277,0.44,0.908,0.111,0.355,103.991,223077.0,4.0,6.0
9133,Holly Humberstone,The Walls Are Way Too Thin,42.0,0.763,0.599,6.0,-6.194,1.0,0.12,0.519,1.08e-06,0.148,0.614,122.802,220840.0,4.0,9.0
9134,Eviatar Banai,◊§◊®◊í◊ï◊ú◊î,29.0,0.678,0.92,4.0,-6.515,0.0,0.111,0.226,0.00279,0.104,0.544,136.008,262140.0,4.0,10.0
9135,Here Lies Man,Animal Noises,36.0,0.52,0.683,9.0,-11.416,1.0,0.0801,0.688,0.946,0.263,0.544,91.914,252089.0,4.0,10.0
9137,Better Things,Kee'ahn,46.0,0.601,0.321,4.0,-11.354,1.0,0.0441,0.528,7.39e-06,0.115,0.519,169.739,3.703383333,3.0,0.0
9139,Ladytron,Seventeen,70.0,0.642,0.794,8.0,-7.908,1.0,0.0309,6.98e-05,0.348,0.146,0.785,119.55,277867.0,4.0,9.0
9141,Domestic Technology,Caff√® Latte,37.0,0.932,0.5,4.0,-7.174,0.0,0.215,0.0027,0.613,0.266,0.39,119.952,232000.0,4.0,6.0
9142,Yoste,Arc,49.0,0.366,0.379,6.0,-11.534,1.0,0.0362,0.886,0.0219,0.102,0.0753,139.473,202560.0,4.0,6.0
9143,Otis Kane,Sweet Sensation,43.0,0.664,0.535,7.0,-7.348,1.0,0.05,0.465,1.57e-06,0.27,0.361,85.154,163509.0,4.0,1.0
9145,Calva Louise,Belicoso,39.0,0.534,0.868,9.0,-8.532,1.0,0.0634,0.000776,0.000342,0.358,0.372,140.06,169710.0,4.0,1.0
9146,Fear Factory,Disruptor,50.0,0.547,0.969,2.0,-4.774,1.0,0.0914,1.87e-05,1.25e-05,0.385,0.296,133.011,225133.0,4.0,8.0
9147,Valley Boy,Gummi Bear,25.0,0.488,0.727,1.0,-4.835,1.0,0.0298,0.0231,2.53e-06,0.291,0.333,94.032,258107.0,4.0,6.0
9148,Wooden Shjips,Everybody Knows,38.0,0.352,0.621,2.0,-9.036,1.0,0.033,0.000114,0.855,0.0974,0.218,123.817,318560.0,4.0,6.0
9149,Slomosa,Kevin,45.0,0.472,0.63,5.0,-9.556,0.0,0.0369,0.00131,0.0012,0.161,0.511,151.913,167389.0,4.0,10.0
9150,Savoy Brown,Hellbound Train,49.0,0.268,0.567,9.0,-17.114,0.0,0.0355,0.0529,0.681,0.157,0.518,163.057,550507.0,4.0,10.0
9151,The Strokes,Hard To Explain,59.0,0.406,0.682,7.0,-6.281,1.0,0.0584,0.000413,0.849,0.0999,0.623,82.495,223980.0,4.0,1.0
9152,John Mayer,Your Body Is a Wonderland,76.0,0.647,0.729,5.0,-6.251,1.0,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627.0,4.0,10.0
9153,Jacques Burtin,Cantilène 6,23.0,0.541,0.0413,9.0,-22.75,0.0,0.0777,0.95,0.873,0.175,0.379,112.932,1.98,3.0,7.0
9154,Anguid,warm blooded,9.0,0.763,0.141,7.0,-14.608,0.0,0.161,0.0372,0.0118,0.699,0.295,130.088,187923.0,4.0,6.0
